Kind,Name,CountClassCoupled,PercentLackOfCohesion,CountDeclMethod
Abstract Class,org.apache.xerces.impl.xs.traversers.Container,4,88,3
Abstract Class,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,19,66,6
Abstract Class,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,41,86,10
Abstract Class,org.apache.xerces.util.AugmentationsImpl.AugmentationsItemsContainer,1,0,7
Class,dom.traversal.IteratorView.Errors,9,42,7
Class,dom.traversal.IteratorView.IteratorView.(Anon_2),6,0,1
Class,dom.traversal.IteratorView.IteratorView.(Anon_3),1,0,1
Class,dom.traversal.IteratorView.IteratorView.(Anon_4),1,0,1
Class,dom.traversal.IteratorView.main.(Anon_1),2,0,1
Class,dom.traversal.TreeWalkerView.Errors,9,42,7
Class,dom.traversal.TreeWalkerView.TreeWalkerView.(Anon_2),6,0,1
Class,dom.traversal.TreeWalkerView.TreeWalkerView.(Anon_3),1,0,1
Class,dom.traversal.TreeWalkerView.TreeWalkerView.(Anon_4),1,0,1
Class,dom.traversal.TreeWalkerView.main.(Anon_1),2,0,1
Class,org.apache.html.dom.CollectionIndex,0,0,4
Class,org.apache.html.dom.HTMLCollectionImpl,18,84,9
Class,org.apache.html.dom.ObjectFactory,19,75,7
Class,org.apache.html.dom.SecuritySupport,10,96,9
Class,org.apache.html.dom.SecuritySupport12,10,0,8
Class,org.apache.html.dom.SecuritySupport12.getContextClassLoader.(Anon_1),3,0,1
Class,org.apache.html.dom.SecuritySupport12.getFileExists.(Anon_7),3,0,1
Class,org.apache.html.dom.SecuritySupport12.getFileInputStream.(Anon_5),3,0,1
Class,org.apache.html.dom.SecuritySupport12.getLastModified.(Anon_8),3,0,1
Class,org.apache.html.dom.SecuritySupport12.getParentClassLoader.(Anon_3),3,0,1
Class,org.apache.html.dom.SecuritySupport12.getResourceAsStream.(Anon_6),3,0,1
Class,org.apache.html.dom.SecuritySupport12.getSystemClassLoader.(Anon_2),2,0,1
Class,org.apache.html.dom.SecuritySupport12.getSystemProperty.(Anon_4),2,0,1
Class,org.apache.xerces.dom.CharacterDataImpl.(Anon_1),1,0,2
Class,org.apache.xerces.dom.CoreDocumentImpl.UserDataRecord,1,0,1
Class,org.apache.xerces.dom.DeferredDocumentImpl.RefCount,0,0,0
Class,org.apache.xerces.dom.DocumentImpl.EnclosingAttr,2,0,0
Class,org.apache.xerces.dom.DocumentImpl.LEntry,2,0,1
Class,org.apache.xerces.dom.LCount,2,75,1
Class,org.apache.xerces.dom.NodeListCache,2,80,1
Class,org.apache.xerces.dom.ObjectFactory,19,75,7
Class,org.apache.xerces.dom.ParentNode.getChildNodesUnoptimized.(Anon_1),2,0,2
Class,org.apache.xerces.dom.SecuritySupport,10,96,9
Class,org.apache.xerces.dom.SecuritySupport12,10,0,8
Class,org.apache.xerces.dom.SecuritySupport12.getContextClassLoader.(Anon_1),3,0,1
Class,org.apache.xerces.dom.SecuritySupport12.getFileExists.(Anon_7),3,0,1
Class,org.apache.xerces.dom.SecuritySupport12.getFileInputStream.(Anon_5),3,0,1
Class,org.apache.xerces.dom.SecuritySupport12.getLastModified.(Anon_8),3,0,1
Class,org.apache.xerces.dom.SecuritySupport12.getParentClassLoader.(Anon_3),3,0,1
Class,org.apache.xerces.dom.SecuritySupport12.getResourceAsStream.(Anon_6),3,0,1
Class,org.apache.xerces.dom.SecuritySupport12.getSystemClassLoader.(Anon_2),2,0,1
Class,org.apache.xerces.dom.SecuritySupport12.getSystemProperty.(Anon_4),2,0,1
Class,org.apache.xerces.impl.dv.ObjectFactory,19,75,7
Class,org.apache.xerces.impl.dv.SecuritySupport,10,96,9
Class,org.apache.xerces.impl.dv.SecuritySupport12,10,0,8
Class,org.apache.xerces.impl.dv.SecuritySupport12.getContextClassLoader.(Anon_1),3,0,1
Class,org.apache.xerces.impl.dv.SecuritySupport12.getFileExists.(Anon_7),3,0,1
Class,org.apache.xerces.impl.dv.SecuritySupport12.getFileInputStream.(Anon_5),3,0,1
Class,org.apache.xerces.impl.dv.SecuritySupport12.getLastModified.(Anon_8),3,0,1
Class,org.apache.xerces.impl.dv.SecuritySupport12.getParentClassLoader.(Anon_3),3,0,1
Class,org.apache.xerces.impl.dv.SecuritySupport12.getResourceAsStream.(Anon_6),3,0,1
Class,org.apache.xerces.impl.dv.SecuritySupport12.getSystemClassLoader.(Anon_2),2,0,1
Class,org.apache.xerces.impl.dv.SecuritySupport12.getSystemProperty.(Anon_4),2,0,1
Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl.(Anon_1),1,0,11
Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl.(Anon_2),1,0,11
Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl.ValidationContextImpl,2,50,13
Class,org.apache.xerces.impl.xpath.XPath.parseExpression.(Anon_1),3,0,1
Class,org.apache.xerces.impl.xpath.regex.Op,11,89,23
Class,org.apache.xerces.impl.xpath.regex.ParserForXMLSchema,8,97,38
Class,org.apache.xerces.impl.xpath.regex.RangeToken,9,76,18
Class,org.apache.xerces.impl.xpath.regex.RegexParser,14,92,49
Class,org.apache.xerces.impl.xpath.regex.Token,17,95,51
Class,org.apache.xerces.impl.xs.traversers.LargeContainer,3,0,3
Class,org.apache.xerces.impl.xs.traversers.OneAttr,1,0,1
Class,org.apache.xerces.impl.xs.traversers.OneElement,1,50,2
Class,org.apache.xerces.impl.xs.traversers.SmallContainer,2,0,3
Class,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,13,0,2
Class,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser.FacetInfo,2,0,0
Class,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,12,0,3
Class,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,25,0,6
Class,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,42,78,18
Class,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,32,83,6
Class,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,17,0,3
Class,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,13,0,2
Class,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,10,0,2
Class,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,25,68,8
Class,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,12,0,2
Class,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,13,0,4
Class,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,14,81,9
Class,org.apache.xerces.jaxp.DefaultValidationErrorHandler,5,0,1
Class,org.apache.xerces.parsers.AbstractSAXParser.parse.(catch_22).(Anon_1),2,0,2
Class,org.apache.xerces.parsers.AbstractSAXParser.parse.(catch_24).(Anon_2),2,0,2
Class,org.apache.xerces.parsers.ObjectFactory,19,75,7
Class,org.apache.xerces.parsers.SecuritySupport,10,96,9
Class,org.apache.xerces.parsers.SecuritySupport12,10,0,8
Class,org.apache.xerces.parsers.SecuritySupport12.getContextClassLoader.(Anon_1),3,0,1
Class,org.apache.xerces.parsers.SecuritySupport12.getFileExists.(Anon_7),3,0,1
Class,org.apache.xerces.parsers.SecuritySupport12.getFileInputStream.(Anon_5),3,0,1
Class,org.apache.xerces.parsers.SecuritySupport12.getLastModified.(Anon_8),3,0,1
Class,org.apache.xerces.parsers.SecuritySupport12.getParentClassLoader.(Anon_3),3,0,1
Class,org.apache.xerces.parsers.SecuritySupport12.getResourceAsStream.(Anon_6),3,0,1
Class,org.apache.xerces.parsers.SecuritySupport12.getSystemClassLoader.(Anon_2),2,0,1
Class,org.apache.xerces.parsers.SecuritySupport12.getSystemProperty.(Anon_4),2,0,1
Class,org.apache.xerces.util.AugmentationsImpl.LargeContainer,4,25,8
Class,org.apache.xerces.util.AugmentationsImpl.SmallContainer,5,37,8
Class,org.apache.xerces.util.AugmentationsImpl.SmallContainer.SmallContainerKeyEnumeration,2,16,3
Class,org.apache.xerces.util.ErrorHandlerWrapper.createXMLParseException.(Anon_1),2,0,13
Class,org.apache.xerces.xinclude.ObjectFactory,19,75,7
Class,org.apache.xerces.xinclude.SecuritySupport,10,96,9
Class,org.apache.xerces.xinclude.SecuritySupport12,10,0,8
Class,org.apache.xerces.xinclude.SecuritySupport12.getContextClassLoader.(Anon_1),3,0,1
Class,org.apache.xerces.xinclude.SecuritySupport12.getFileExists.(Anon_7),3,0,1
Class,org.apache.xerces.xinclude.SecuritySupport12.getFileInputStream.(Anon_5),3,0,1
Class,org.apache.xerces.xinclude.SecuritySupport12.getLastModified.(Anon_8),3,0,1
Class,org.apache.xerces.xinclude.SecuritySupport12.getParentClassLoader.(Anon_3),3,0,1
Class,org.apache.xerces.xinclude.SecuritySupport12.getResourceAsStream.(Anon_6),3,0,1
Class,org.apache.xerces.xinclude.SecuritySupport12.getSystemClassLoader.(Anon_2),2,0,1
Class,org.apache.xerces.xinclude.SecuritySupport12.getSystemProperty.(Anon_4),2,0,1
Class,org.apache.xml.serialize.ObjectFactory,19,75,7
Class,org.apache.xml.serialize.SecuritySupport,10,96,9
Class,org.apache.xml.serialize.SecuritySupport12,10,0,8
Class,org.apache.xml.serialize.SecuritySupport12.getContextClassLoader.(Anon_1),3,0,1
Class,org.apache.xml.serialize.SecuritySupport12.getFileExists.(Anon_7),3,0,1
Class,org.apache.xml.serialize.SecuritySupport12.getFileInputStream.(Anon_5),3,0,1
Class,org.apache.xml.serialize.SecuritySupport12.getLastModified.(Anon_8),3,0,1
Class,org.apache.xml.serialize.SecuritySupport12.getParentClassLoader.(Anon_3),3,0,1
Class,org.apache.xml.serialize.SecuritySupport12.getResourceAsStream.(Anon_6),3,0,1
Class,org.apache.xml.serialize.SecuritySupport12.getSystemClassLoader.(Anon_2),2,0,1
Class,org.apache.xml.serialize.SecuritySupport12.getSystemProperty.(Anon_4),2,0,1
Class,org.apache.xml.serialize.SerializerFactoryImpl,14,50,6
Class,socket.KeepSocketOpen.Client.InputStreamReporter,4,33,3
Class,ui.TreeView.ErrorStorer,10,50,8
Class,ui.TreeView.FileNameInput,14,66,6
Class,ui.TreeView.ParseError,1,68,7
Class,ui.TreeView.XMLTreeCellRenderer,11,0,1
Class,ui.TreeView.createUI.(Anon_1),2,0,2
Class,ui.TreeView.createUI.(Anon_2),2,0,2
Class,ui.TreeView.createUI.(Anon_3),4,0,1
Class,ui.TreeView.createUI.(Anon_4),2,0,2
Class,ui.TreeView.main.(for_loop_5).(Anon_5),2,0,1
Class,xni.ObjectFactory,19,75,7
Class,xni.PSVIWriter.ElementState,1,37,4
Class,xni.SecuritySupport,10,96,9
Class,xni.SecuritySupport12,10,0,8
Class,xni.SecuritySupport12.getContextClassLoader.(Anon_1),3,0,1
Class,xni.SecuritySupport12.getFileExists.(Anon_7),3,0,1
Class,xni.SecuritySupport12.getFileInputStream.(Anon_5),3,0,1
Class,xni.SecuritySupport12.getLastModified.(Anon_8),3,0,1
Class,xni.SecuritySupport12.getParentClassLoader.(Anon_3),3,0,1
Class,xni.SecuritySupport12.getResourceAsStream.(Anon_6),3,0,1
Class,xni.SecuritySupport12.getSystemClassLoader.(Anon_2),2,0,1
Class,xni.SecuritySupport12.getSystemProperty.(Anon_4),2,0,1
Private Class,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser.ComplexTypeRecoverableError,2,50,2
Private Static Class,org.apache.xerces.impl.dtd.DTDGrammar.ChildrenList,1,0,0
Private Static Class,org.apache.xerces.impl.dv.xs.Base64BinaryDV.XBase64,2,37,4
Private Static Class,org.apache.xerces.impl.dv.xs.DoubleDV.XDouble,4,37,4
Private Static Class,org.apache.xerces.impl.dv.xs.FloatDV.XFloat,4,37,4
Private Static Class,org.apache.xerces.impl.dv.xs.HexBinaryDV.XHex,2,37,4
Private Static Class,org.apache.xerces.impl.dv.xs.QNameDV.XQName,1,0,3
Private Static Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl.XSFacetImpl,4,77,9
Private Static Class,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl.XSMVFacetImpl,5,75,8
Private Static Class,org.apache.xerces.impl.xpath.XPath.Scanner,8,78,5
Private Static Class,org.apache.xerces.impl.xpath.XPath.Tokens,8,80,10
Private Static Class,org.apache.xerces.impl.xs.SchemaGrammar.BuiltinAttrDecl,5,0,4
Private Static Class,org.apache.xerces.impl.xs.SchemaGrammar.XSAnyType,12,0,12
Private Static Class,org.apache.xerces.impl.xs.SubstitutionGroupHandler.OneSubGroup,1,50,2
Private Static Class,org.apache.xerces.impl.xs.traversers.XSDHandler.XSDKey,2,22,3
Protected Abstract Class,org.apache.xerces.impl.xs.XMLSchemaValidator.ValueStoreBase,9,75,14
Protected Class,org.apache.xerces.dom.DOMNormalizer.XMLAttributesProxy,14,87,29
Protected Class,org.apache.xerces.impl.XML11NSDocumentScannerImpl.NS11ContentDispatcher,8,0,1
Protected Class,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.FragmentContentDispatcher,15,0,5
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.ContentDispatcher,7,0,4
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.DTDDispatcher,12,0,1
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.PrologDispatcher,9,0,1
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.TrailingMiscDispatcher,7,0,1
Protected Class,org.apache.xerces.impl.XMLDocumentScannerImpl.XMLDeclDispatcher,14,0,1
Protected Class,org.apache.xerces.impl.XMLEntityManager.RewindableInputStream,4,57,11
Protected Class,org.apache.xerces.impl.XMLNSDocumentScannerImpl.NSContentDispatcher,8,0,1
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.KeyRefValueStore,7,33,3
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.KeyValueStore,4,0,2
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.LocalIDKey,1,25,4
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.UniqueValueStore,4,0,2
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.ValueStoreCache,17,65,10
Protected Class,org.apache.xerces.impl.xs.XMLSchemaValidator.XSIErrorReporter,7,33,6
Protected Class,org.apache.xerces.impl.xs.identity.Field.Matcher,8,0,3
Protected Class,org.apache.xerces.parsers.AbstractSAXParser.LocatorProxy,3,14,7
Protected Class,org.apache.xerces.util.NamespaceSupport.Prefixes,4,33,4
Protected Class,org.apache.xerces.xinclude.XIncludeHandler.Notation,2,50,2
Protected Class,org.apache.xerces.xinclude.XIncludeHandler.UnparsedEntity,2,50,2
Protected Interface,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.Dispatcher,2,0,1
Protected Static Class,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.ElementStack,2,25,4
Protected Static Class,org.apache.xerces.impl.XMLEntityManager.ExternalEntity,2,35,7
Protected Static Class,org.apache.xerces.impl.XMLEntityManager.InternalEntity,1,42,7
Protected Static Class,org.apache.xerces.impl.dtd.DTDGrammar.QNameHashtable,2,58,3
Protected Static Class,org.apache.xerces.impl.xs.XMLSchemaValidator.XPathMatcherStack,3,48,9
Protected Static Class,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser.ParticleArray,2,16,4
Protected Static Class,org.apache.xerces.parsers.AbstractSAXParser.AttributesProxy,2,0,14
Protected Static Class,org.apache.xerces.util.SymbolHash.Entry,0,0,3
Protected Static Class,org.apache.xerces.util.SymbolTable.Entry,2,0,2
Protected Static Class,org.apache.xerces.util.XMLGrammarPoolImpl.Entry,2,12,2
Public Abstract Class,org.apache.xerces.dom.CharacterDataImpl,7,76,14
Public Abstract Class,org.apache.xerces.dom.ChildNode,2,84,8
Public Abstract Class,org.apache.xerces.dom.NodeImpl,21,97,83
Public Abstract Class,org.apache.xerces.dom.ParentNode,12,80,34
Public Abstract Class,org.apache.xerces.impl.XMLScanner,23,91,28
Public Abstract Class,org.apache.xerces.impl.dtd.models.CMNode,1,82,9
Public Abstract Class,org.apache.xerces.impl.dv.DTDDVFactory,6,80,5
Public Abstract Class,org.apache.xerces.impl.dv.SchemaDVFactory,7,87,8
Public Abstract Class,org.apache.xerces.impl.dv.xs.AbstractDateTimeDV,11,88,25
Public Abstract Class,org.apache.xerces.impl.dv.xs.TypeValidator,3,100,9
Public Abstract Class,org.apache.xerces.impl.xs.identity.IdentityConstraint,11,86,21
Public Abstract Class,org.apache.xerces.parsers.AbstractSAXParser,44,94,52
Public Abstract Class,org.apache.xerces.parsers.AbstractXMLDocumentParser,13,95,51
Public Abstract Class,org.apache.xerces.parsers.BasicParserConfiguration,18,91,22
Public Abstract Class,org.apache.xerces.parsers.DTDParser,9,100,29
Public Abstract Class,org.apache.xerces.parsers.XMLGrammarParser,5,100,1
Public Abstract Class,org.apache.xerces.parsers.XMLParser,6,75,3
Public Abstract Class,org.apache.xml.serialize.BaseMarkupSerializer,40,92,62
Public Abstract Class,org.apache.xml.serialize.SerializerFactory,14,94,6
Public Abstract Class,xni.parser.AbstractConfiguration,19,89,22
Public Class,dom.ASBuilder,15,60,3
Public Class,dom.Counter,18,65,5
Public Class,dom.DOM3,18,95,6
Public Class,dom.DOMAddLines,19,75,8
Public Class,dom.DOMGenerate,13,0,1
Public Class,dom.GetElementsByTagName,19,68,5
Public Class,dom.Writer,21,84,12
Public Class,dom.traversal.IteratorView,40,70,6
Public Class,dom.traversal.NameNodeFilter,2,40,5
Public Class,dom.traversal.TreeWalkerView,40,73,7
Public Class,dom.wrappers.Xerces,13,66,9
Public Class,org.apache.html.dom.HTMLAnchorElementImpl,2,0,27
Public Class,org.apache.html.dom.HTMLAppletElementImpl,2,0,23
Public Class,org.apache.html.dom.HTMLAreaElementImpl,2,0,17
Public Class,org.apache.html.dom.HTMLBRElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLBaseElementImpl,2,0,5
Public Class,org.apache.html.dom.HTMLBaseFontElementImpl,2,0,7
Public Class,org.apache.html.dom.HTMLBodyElementImpl,2,0,13
Public Class,org.apache.html.dom.HTMLBuilder,15,65,10
Public Class,org.apache.html.dom.HTMLButtonElementImpl,4,0,12
Public Class,org.apache.html.dom.HTMLDListElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLDOMImplementationImpl,5,66,3
Public Class,org.apache.html.dom.HTMLDirectoryElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLDivElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLDocumentImpl,29,95,33
Public Class,org.apache.html.dom.HTMLElementImpl,8,0,23
Public Class,org.apache.html.dom.HTMLFieldSetElementImpl,2,0,1
Public Class,org.apache.html.dom.HTMLFontElementImpl,2,0,7
Public Class,org.apache.html.dom.HTMLFormElementImpl,4,94,18
Public Class,org.apache.html.dom.HTMLFrameElementImpl,2,0,17
Public Class,org.apache.html.dom.HTMLFrameSetElementImpl,2,0,5
Public Class,org.apache.html.dom.HTMLHRElementImpl,2,0,9
Public Class,org.apache.html.dom.HTMLHeadElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLHeadingElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLHtmlElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLIFrameElementImpl,2,0,21
Public Class,org.apache.html.dom.HTMLImageElementImpl,2,0,27
Public Class,org.apache.html.dom.HTMLInputElementImpl,4,0,38
Public Class,org.apache.html.dom.HTMLIsIndexElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLLIElementImpl,2,0,5
Public Class,org.apache.html.dom.HTMLLabelElementImpl,2,0,5
Public Class,org.apache.html.dom.HTMLLegendElementImpl,2,0,5
Public Class,org.apache.html.dom.HTMLLinkElementImpl,2,0,19
Public Class,org.apache.html.dom.HTMLMapElementImpl,4,75,4
Public Class,org.apache.html.dom.HTMLMenuElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLMetaElementImpl,2,0,9
Public Class,org.apache.html.dom.HTMLModElementImpl,2,0,5
Public Class,org.apache.html.dom.HTMLOListElementImpl,2,0,7
Public Class,org.apache.html.dom.HTMLObjectElementImpl,4,0,35
Public Class,org.apache.html.dom.HTMLOptGroupElementImpl,2,0,5
Public Class,org.apache.html.dom.HTMLOptionElementImpl,6,0,15
Public Class,org.apache.html.dom.HTMLParagraphElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLParamElementImpl,2,0,9
Public Class,org.apache.html.dom.HTMLPreElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLQuoteElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLScriptElementImpl,5,0,15
Public Class,org.apache.html.dom.HTMLSelectElementImpl,6,95,23
Public Class,org.apache.html.dom.HTMLStyleElementImpl,2,0,7
Public Class,org.apache.html.dom.HTMLTableCaptionElementImpl,2,0,3
Public Class,org.apache.html.dom.HTMLTableCellElementImpl,3,0,31
Public Class,org.apache.html.dom.HTMLTableColElementImpl,2,0,13
Public Class,org.apache.html.dom.HTMLTableElementImpl,11,97,36
Public Class,org.apache.html.dom.HTMLTableRowElementImpl,10,95,20
Public Class,org.apache.html.dom.HTMLTableSectionElementImpl,6,92,14
Public Class,org.apache.html.dom.HTMLTextAreaElementImpl,2,0,23
Public Class,org.apache.html.dom.HTMLTitleElementImpl,5,0,3
Public Class,org.apache.html.dom.HTMLUListElementImpl,2,0,5
Public Class,org.apache.html.dom.NameNodeListImpl,4,0,2
Public Class,org.apache.wml.dom.WMLAElementImpl,2,0,11
Public Class,org.apache.wml.dom.WMLAccessElementImpl,2,0,9
Public Class,org.apache.wml.dom.WMLAnchorElementImpl,2,0,9
Public Class,org.apache.wml.dom.WMLBElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLBigElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLBrElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLCardElementImpl,2,0,19
Public Class,org.apache.wml.dom.WMLDOMImplementationImpl,9,50,2
Public Class,org.apache.wml.dom.WMLDoElementImpl,2,0,15
Public Class,org.apache.wml.dom.WMLDocumentImpl,49,50,2
Public Class,org.apache.wml.dom.WMLElementImpl,3,0,11
Public Class,org.apache.wml.dom.WMLEmElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLFieldsetElementImpl,2,0,9
Public Class,org.apache.wml.dom.WMLGoElementImpl,2,0,13
Public Class,org.apache.wml.dom.WMLHeadElementImpl,2,0,5
Public Class,org.apache.wml.dom.WMLIElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLImgElementImpl,2,0,23
Public Class,org.apache.wml.dom.WMLInputElementImpl,2,0,25
Public Class,org.apache.wml.dom.WMLMetaElementImpl,2,0,15
Public Class,org.apache.wml.dom.WMLNoopElementImpl,2,0,5
Public Class,org.apache.wml.dom.WMLOneventElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLOptgroupElementImpl,2,0,9
Public Class,org.apache.wml.dom.WMLOptionElementImpl,2,0,13
Public Class,org.apache.wml.dom.WMLPElementImpl,2,0,11
Public Class,org.apache.wml.dom.WMLPostfieldElementImpl,2,0,9
Public Class,org.apache.wml.dom.WMLPrevElementImpl,2,0,5
Public Class,org.apache.wml.dom.WMLRefreshElementImpl,2,0,5
Public Class,org.apache.wml.dom.WMLSelectElementImpl,2,0,21
Public Class,org.apache.wml.dom.WMLSetvarElementImpl,2,0,9
Public Class,org.apache.wml.dom.WMLSmallElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLStrongElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLTableElementImpl,2,0,13
Public Class,org.apache.wml.dom.WMLTdElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLTemplateElementImpl,2,0,11
Public Class,org.apache.wml.dom.WMLTimerElementImpl,2,0,9
Public Class,org.apache.wml.dom.WMLTrElementImpl,2,0,5
Public Class,org.apache.wml.dom.WMLUElementImpl,2,0,7
Public Class,org.apache.wml.dom.WMLWmlElementImpl,2,0,7
Public Class,org.apache.xerces.dom.ASDOMImplementationImpl,8,75,4
Public Class,org.apache.xerces.dom.ASModelImpl,13,91,40
Public Class,org.apache.xerces.dom.AttrImpl,16,91,46
Public Class,org.apache.xerces.dom.AttrNSImpl,8,82,14
Public Class,org.apache.xerces.dom.AttributeMap,10,100,15
Public Class,org.apache.xerces.dom.CDATASectionImpl,2,100,3
Public Class,org.apache.xerces.dom.CommentImpl,2,100,3
Public Class,org.apache.xerces.dom.CoreDOMImplementationImpl,24,88,14
Public Class,org.apache.xerces.dom.CoreDocumentImpl,55,96,114
Public Class,org.apache.xerces.dom.DOMConfigurationImpl,34,92,26
Public Class,org.apache.xerces.dom.DOMErrorImpl,5,81,10
Public Class,org.apache.xerces.dom.DOMImplementationImpl,10,66,3
Public Class,org.apache.xerces.dom.DOMImplementationSourceImpl,7,0,3
Public Class,org.apache.xerces.dom.DOMInputImpl,3,79,21
Public Class,org.apache.xerces.dom.DOMLocatorImpl,2,66,10
Public Class,org.apache.xerces.dom.DOMMessageFormatter,7,0,1
Public Class,org.apache.xerces.dom.DOMNormalizer,64,92,31
Public Class,org.apache.xerces.dom.DOMOutputImpl,3,77,9
Public Class,org.apache.xerces.dom.DOMStringListImpl,3,0,6
Public Class,org.apache.xerces.dom.DOMXSImplementationSourceImpl,6,0,2
Public Class,org.apache.xerces.dom.DeepNodeListImpl,6,56,5
